 1	 16	-2.74219	 -22.9492
 1	 16	-2.49609	 12.0117
 1	 18	-2.49023	 11.7188
 1	 21	-1.94531	 -20.1172
 1	 22	-1.93945	 -20.4102
 1	 22	-1.93945	 -20.3125
 1	 17	-1.11914	 -2.34375
 1	 15	-1.11914	 -1.95312
 1	 30	-1.11328	 -3.90625
 1	 28	-1.10742	 -4.29688
 1	 17	-1.10156	 -6.05469
 1	 18	-0.902344	 22.168
 1	 30	-0.896484	 20.8008
 1	 24	-0.890625	 20.1172
 1	 24	-0.890625	 20.2148
 1	 16	-0.832031	 24.3164
 1	 15	-0.832031	 24.6094
 1	 23	-0.826172	 22.7539
 1	 23	-0.826172	 22.8516
 1	 32	-0.820312	 21.875
 1	 22	-0.814453	 20.7031
 1	 22	-0.814453	 20.8008
 1	 22	-0.814453	 20.8984
 1	 15	-0.808594	 19.043
 1	 20	0.527344	 -15.4297
 1	 20	0.527344	 -15.2344
 1	 30	0.533203	 -16.6992
 1	 30	0.533203	 -16.6016
 1	 24	0.539062	 -17.2852
 1	 16	0.544922	 -19.1406
 1	 17	1.07812	 1.66016
 1	 17	1.07812	 1.75781
 1	 30	1.08398	 0.0976562
 1	 30	1.08398	 0.195312
 1	 28	1.08984	 -0.195312
 1	 15	1.0957	 -2.05078
 1	 17	2.10938	 9.08203
 1	 17	2.10938	 9.17969
 1	 17	2.10938	 9.27734
 1	 23	2.11523	 8.49609
 1	 23	2.11523	 8.59375
 1	 15	2.12109	 7.71484
 1	 20	2.20312	 24.8047
 1	 18	2.20898	 24.5117
 1	 18	2.20898	 24.6094
 2	 15	-2.02148	 4.39453
 2	 22	-2.01562	 3.51562
 2	 17	-2.00977	 3.02734
 2	 18	-1.6875	 25.4883
 2	 15	-1.6875	 25.9766
 2	 30	-1.68164	 23.9258
 2	 28	-1.67578	 23.6328
 2	 15	-1.66992	 21.582
 2	 15	-1.66992	 21.6797
 2	 15	-1.66992	 21.7773
 2	 15	-1.66992	 21.875
 2	 21	-0.691406	 1.17188
 2	 30	-0.685547	 0.195312
 2	 21	-0.679688	 -0.78125
 2	 20	-0.644531	 12.793
 2	 30	-0.638672	 11.5234
 2	 24	-0.632812	 10.8398
 2	 15	-0.626953	 8.98438
 2	 17	-0.269531	 -20.4102
 2	 17	-0.269531	 -20.3125
 2	 15	-0.263672	 -20.8008
 2	 16	0.0820312	 -9.66797
 2	 16	0.0820312	 -9.57031
 2	 15	0.0878906	 -9.86328
 2	 16	1.73438	 1.95312
 2	 16	1.73438	 2.05078
 2	 26	1.74023	 0.878906
 2	 20	1.74609	 0.292969
 2	 22	2.00391	 17.3828
 2	 23	2.00977	 17.1875
 2	 20	2.26758	 -12.5
 2	 18	2.27344	 -12.8906
 3	 16	-2.33789	 -19.4336
 3	 18	-2.33203	 -19.8242
 3	 18	-2.33203	 -19.7266
 3	 15	-1.45898	 7.03125
 3	 16	-1.45898	 7.32422
 3	 16	-1.45898	 7.51953
 3	 16	-1.45898	 7.61719
 3	 25	-1.45312	 5.66406
 3	 25	-1.45312	 5.76172
 3	 30	-1.44727	 4.98047
 3	 30	-1.44727	 5.07812
 3	 15	-1.44141	 3.22266
 3	 18	-1.44141	 3.61328
 3	 18	-1.44141	 3.71094
 3	 18	-1.44141	 3.80859
 3	 15	-1.30078	 24.4141
 3	 26	-1.29492	 22.5586
 3	 31	-1.28906	 21.9727
 3	 31	-1.28906	 22.0703
 3	 19	-1.2832	 20.6055
 3	 25	-1.07812	 21.3867
 3	 31	-1.07227	 20.8008
 3	 31	-1.07227	 20.8984
 3	 20	-1.06641	 19.4336
 3	 16	1.34766	 12.6953
 3	 24	1.35352	 10.6445
 3	 32	1.35938	 9.66797
 3	 32	1.35938	 9.76562
 3	 26	1.36523	 8.78906
 3	 15	1.37109	 6.93359
 3	 15	1.37109	 7.03125
 3	 20	1.44141	 0.976562
 3	 20	1.44141	 1.17188
 3	 32	1.44727	 0
 3	 25	1.45312	 -0.78125
 3	 15	1.45898	 -2.63672
 3	 15	1.82812	 -13.5742
 3	 15	1.82812	 -13.3789
 3	 26	1.83398	 -14.7461
 3	 26	1.83398	 -14.6484
 3	 25	1.83984	 -15.0391
 3	 16	1.98633	 21.6797
 3	 16	1.98633	 21.7773
 3	 23	1.99219	 20.8008
 3	 23	1.99219	 20.8984
 3	 17	1.99805	 20.3125
 3	 18	2.35547	 -10.4492
 3	 20	2.36133	 -10.8398
 4	 16	-2.73047	 1.17188
 4	 16	-2.72461	 0.976562
 4	 15	-2.57812	 -8.10547
 4	 15	-2.57812	 -8.00781
 4	 19	-2.57227	 -8.59375
 4	 16	-2.54297	 -24.8047
 4	 15	-2.53711	 -25.1953
 4	 15	-1.56445	 24.8047
 4	 15	-1.56445	 24.9023
 4	 15	-1.56445	 25
 4	 15	-1.56445	 25.0977
 4	 15	-1.56445	 25.1953
 4	 22	-1.55859	 23.2422
 4	 31	-1.55273	 22.0703
 4	 25	-1.54688	 21.2891
 4	 15	-1.54102	 19.4336
 4	 23	-0.960938	 3.125
 4	 23	-0.960938	 3.22266
 4	 31	-0.955078	 2.44141
 4	 20	-0.949219	 1.26953
 4	 16	-0.457031	 -9.86328
 4	 16	-0.457031	 -9.76562
 4	 21	0.65625	 9.47266
 4	 32	0.662109	 8.20312
 4	 24	0.667969	 7.61719
 4	 15	0.673828	 5.37109
 4	 16	0.673828	 5.66406
 4	 16	0.673828	 5.76172
 4	 15	1.27734	 0.0976562
 4	 24	1.2832	 -1.75781
 4	 18	1.2832	 -1.07422
 4	 18	1.2832	 -0.976562
 4	 34	1.28906	 -2.44141
 4	 24	1.29492	 -3.71094
 4	 24	1.29492	 -3.61328
 4	 15	1.30078	 -5.95703
 4	 17	1.30078	 -5.66406
 4	 17	1.30078	 -5.56641
 4	 16	1.30078	 -5.27344
 4	 15	1.30078	 -4.98047
 4	 15	1.30078	 -4.88281
 4	 25	1.57617	 17.2852
 4	 28	1.58203	 16.8945
 4	 17	1.58789	 15.332
 4	 17	1.58789	 15.4297
 4	 17	1.58789	 15.5273
 4	 16	2.47266	 9.76562
 4	 18	2.47852	 9.47266
 5	 17	-2.79492	 -22.5586
 5	 20	-2.24414	 -0.488281
 5	 15	-2.23828	 -1.07422
 5	 15	-2.23828	 -0.976562
 5	 22	-2.06836	 7.91016
 5	 22	-2.06836	 8.00781
 5	 20	-2.0625	 7.61719
 5	 18	-1.61719	 -11.5234
 5	 18	-1.61719	 -11.4258
 5	 18	-1.61719	 -11.3281
 5	 28	-1.61133	 -12.793
 5	 28	-1.61133	 -12.6953
 5	 24	-1.60547	 -13.2812
 5	 16	-1.30078	 0
 5	 17	-1.30078	 0.292969
 5	 19	-1.30078	 0.585938
 5	 27	-1.29492	 -1.36719
 5	 22	-1.29492	 -0.878906
 5	 17	-1.29492	 -0.390625
 5	 37	-1.28906	 -2.53906
 5	 36	-1.2832	 -3.22266
 5	 33	-1.27734	 -5.07812
 5	 23	-1.27734	 -4.29688
 5	 38	-1.27148	 -6.34766
 5	 38	-1.27148	 -6.25
 5	 21	-1.26562	 -7.91016
 5	 28	-1.26562	 -7.12891
 5	 19	-1.25977	 -9.08203
 5	 19	-1.25977	 -8.98438
 5	 19	-1.25977	 -8.88672
 5	 19	-1.25977	 -8.49609
 5	 15	-1.25391	 -10.3516
 5	 15	-0.0351562	 -9.27734
 5	 15	-0.0292969	 -9.66797
 5	 15	-0.0292969	 -9.57031
 5	 16	1.06641	 6.64062
 5	 26	1.07227	 4.88281
 5	 31	1.07812	 4.49219
 5	 19	1.08398	 2.92969
 5	 15	2.10352	 20.9961
 5	 15	2.10352	 21.0938
 5	 20	2.10938	 20.5078
 6	 18	-2.61328	 15.8203
 6	 15	-1.81641	 6.44531
 6	 27	-1.81055	 4.88281
 6	 26	-1.80469	 4.6875
 6	 22	-0.855469	 5.37109
 6	 22	-0.855469	 5.46875
 6	 30	-0.849609	 4.58984
 6	 20	-0.84375	 3.51562
 6	 15	0.304688	 -13.5742
 6	 16	0.310547	 -14.0625
 6	 25	0.615234	 -16.3086
 6	 25	0.615234	 -16.2109
 6	 30	0.621094	 -16.7969
 6	 18	0.626953	 -18.2617
 6	 18	0.626953	 -18.1641
 6	 18	1.4707	 16.3086
 6	 18	1.4707	 16.4062
 6	 18	1.4707	 16.5039
 6	 30	1.47656	 15.0391
 6	 24	1.48242	 14.4531
 6	 24	1.48242	 14.5508
 6	 21	2.08594	 21.6797
 6	 21	2.08594	 21.7773
 6	 18	2.0918	 21.2891
 6	 18	2.37891	 15.1367
